,link,Last LPSN update,Domain,Phylum,Class,Order,Family,Genus,Species,Ref 1,Ref 2,Ref 3,Ref 4,Ref 5,Ref 6,Ref 7,Ref 8,Ref 9,Ref 10
1283,https://bacdive.dsmz.de/strain/19151,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1284,https://bacdive.dsmz.de/strain/19168,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1285,https://bacdive.dsmz.de/strain/19203,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1286,https://bacdive.dsmz.de/strain/19243,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1287,https://bacdive.dsmz.de/strain/19250,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1288,https://bacdive.dsmz.de/strain/19264,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1289,https://bacdive.dsmz.de/strain/19281,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1290,https://bacdive.dsmz.de/strain/19286,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1291,https://bacdive.dsmz.de/strain/19297,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1292,https://bacdive.dsmz.de/strain/19299,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1293,https://bacdive.dsmz.de/strain/19361,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1294,https://bacdive.dsmz.de/strain/19371,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1295,https://bacdive.dsmz.de/strain/19399,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1296,https://bacdive.dsmz.de/strain/19400,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1297,https://bacdive.dsmz.de/strain/19401,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1298,https://bacdive.dsmz.de/strain/19402,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1299,https://bacdive.dsmz.de/strain/19411,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1300,https://bacdive.dsmz.de/strain/19507,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1301,https://bacdive.dsmz.de/strain/19533,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1302,https://bacdive.dsmz.de/strain/19547,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1303,https://bacdive.dsmz.de/strain/19563,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1304,https://bacdive.dsmz.de/strain/19566,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1305,https://bacdive.dsmz.de/strain/19580,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1306,https://bacdive.dsmz.de/strain/19592,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1307,https://bacdive.dsmz.de/strain/19628,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1308,https://bacdive.dsmz.de/strain/19629,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1309,https://bacdive.dsmz.de/strain/19630,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1310,https://bacdive.dsmz.de/strain/19631,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1311,https://bacdive.dsmz.de/strain/19633,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1312,https://bacdive.dsmz.de/strain/19634,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1313,https://bacdive.dsmz.de/strain/19645,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1314,https://bacdive.dsmz.de/strain/19648,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1315,https://bacdive.dsmz.de/strain/19655,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1316,https://bacdive.dsmz.de/strain/19657,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1317,https://bacdive.dsmz.de/strain/19668,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1318,https://bacdive.dsmz.de/strain/19675,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1319,https://bacdive.dsmz.de/strain/19678,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1320,https://bacdive.dsmz.de/strain/19685,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1321,https://bacdive.dsmz.de/strain/19691,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1322,https://bacdive.dsmz.de/strain/19692,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1323,https://bacdive.dsmz.de/strain/19694,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1324,https://bacdive.dsmz.de/strain/19697,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1325,https://bacdive.dsmz.de/strain/19698,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1326,https://bacdive.dsmz.de/strain/19844,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1327,https://bacdive.dsmz.de/strain/19873,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1328,https://bacdive.dsmz.de/strain/19894,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1329,https://bacdive.dsmz.de/strain/19909,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1330,https://bacdive.dsmz.de/strain/19934,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1331,https://bacdive.dsmz.de/strain/19951,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1332,https://bacdive.dsmz.de/strain/19952,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1333,https://bacdive.dsmz.de/strain/19970,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1334,https://bacdive.dsmz.de/strain/19971,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1335,https://bacdive.dsmz.de/strain/19994,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1336,https://bacdive.dsmz.de/strain/20001,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1337,https://bacdive.dsmz.de/strain/20019,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1338,https://bacdive.dsmz.de/strain/20027,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1339,https://bacdive.dsmz.de/strain/20028,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1340,https://bacdive.dsmz.de/strain/20029,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1341,https://bacdive.dsmz.de/strain/20031,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1342,https://bacdive.dsmz.de/strain/20033,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1343,https://bacdive.dsmz.de/strain/20040,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1344,https://bacdive.dsmz.de/strain/20041,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1345,https://bacdive.dsmz.de/strain/20042,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1346,https://bacdive.dsmz.de/strain/20056,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1347,https://bacdive.dsmz.de/strain/20064,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1348,https://bacdive.dsmz.de/strain/20067,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1349,https://bacdive.dsmz.de/strain/20076,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1350,https://bacdive.dsmz.de/strain/20088,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1351,https://bacdive.dsmz.de/strain/20089,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1352,https://bacdive.dsmz.de/strain/20090,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1353,https://bacdive.dsmz.de/strain/20093,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1354,https://bacdive.dsmz.de/strain/20123,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1355,https://bacdive.dsmz.de/strain/20128,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1356,https://bacdive.dsmz.de/strain/20157,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1357,https://bacdive.dsmz.de/strain/20158,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1358,https://bacdive.dsmz.de/strain/20159,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1359,https://bacdive.dsmz.de/strain/20165,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1360,https://bacdive.dsmz.de/strain/20175,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1361,https://bacdive.dsmz.de/strain/20176,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1362,https://bacdive.dsmz.de/strain/20177,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1363,https://bacdive.dsmz.de/strain/20178,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1364,https://bacdive.dsmz.de/strain/20183,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1365,https://bacdive.dsmz.de/strain/20184,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1366,https://bacdive.dsmz.de/strain/20186,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1367,https://bacdive.dsmz.de/strain/20187,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1368,https://bacdive.dsmz.de/strain/20190,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1369,https://bacdive.dsmz.de/strain/20195,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1370,https://bacdive.dsmz.de/strain/20197,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1371,https://bacdive.dsmz.de/strain/20200,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1372,https://bacdive.dsmz.de/strain/20219,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1373,https://bacdive.dsmz.de/strain/20227,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1374,https://bacdive.dsmz.de/strain/20252,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1375,https://bacdive.dsmz.de/strain/20254,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1376,https://bacdive.dsmz.de/strain/20263,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1377,https://bacdive.dsmz.de/strain/20275,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1378,https://bacdive.dsmz.de/strain/20276,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1379,https://bacdive.dsmz.de/strain/20325,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1380,https://bacdive.dsmz.de/strain/20326,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1381,https://bacdive.dsmz.de/strain/20327,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1382,https://bacdive.dsmz.de/strain/20329,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1383,https://bacdive.dsmz.de/strain/20330,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1384,https://bacdive.dsmz.de/strain/20331,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1385,https://bacdive.dsmz.de/strain/20333,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1386,https://bacdive.dsmz.de/strain/20334,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1387,https://bacdive.dsmz.de/strain/20335,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1388,https://bacdive.dsmz.de/strain/20336,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1389,https://bacdive.dsmz.de/strain/20339,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1390,https://bacdive.dsmz.de/strain/20340,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1391,https://bacdive.dsmz.de/strain/20471,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1392,https://bacdive.dsmz.de/strain/20513,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
1393,https://bacdive.dsmz.de/strain/20547,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium sp.,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
